1,T6SS00002,WP_000031391.1,TssB,NA,NA,+,NC_002506,116846..117352,T6CP000001,VC_RS13880 (tssB),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
2,T6SS00002,WP_000108140.1,TssC,NA,NA,+,NC_002506,117396..118871,T6CP000002,VC_RS13885 (tssC),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
3,T6SS00002,WP_000189792.1,TssF,NA,NA,+,NC_002506,119317..121086,T6CP000003,VC_RS13895 (tssF),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
4,T6SS00002,WP_000510181.1,TssG,NA,NA,+,NC_002506,121050..122066,T6CP000004,VC_RS13900 (tssG),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
5,T6SS00002,WP_001045311.1,TssJ,NA,NA,+,NC_002506,123559..124035,T6CP000005,VC_RS13910 (tssJ),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
6,T6SS00002,WP_000458007.1,TssK,NA,NA,+,NC_002506,124042..125376,T6CP000006,VC_RS13915 (tssK),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
7,T6SS00002,WP_000083409.1,TssL,NA,NA,+,NC_002506,125379..126152,T6CP000007,VC_RS13920 (icmH),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
8,T6SS00002,WP_000619136.1,TssH,NA,NA,+,NC_002506,126178..128787,T6CP000008,VC_RS13925 (tssH),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
9,T6SS00002,WP_000225015.1,TssM,NA,NA,+,NC_002506,132515..136015,T6CP000009,VC_RS13945 (tssM),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
10,T6SS00002,WP_000113295.1,TssI,NA,NA,+,NC_002506,137581..140634,T6CP000010,VC_RS13955 (tssI),chromosome II (Vas),Vibrio cholerae O1 biovar El Tor str. N16961
11,T6SS00004,NP_250348.1,TssB,NA,NA,+,NC_002516,1805218..1805724,T6CP000011,PA1657,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
12,T6SS00004,NP_250349.1,TssC,NA,NA,+,NC_002516,1805753..1807228,T6CP000012,PA1658,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
13,T6SS00004,NP_250351.1,TssF,NA,NA,+,NC_002516,1808193..1809773,T6CP000013,PA1660,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
14,T6SS00004,NP_250352.1,TssG,NA,NA,+,NC_002516,1809737..1810744,T6CP000014,PA1661,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
15,T6SS00004,NP_250353.1,TssH,NA,NA,+,NC_002516,1810751..1813384,T6CP000015,PA1662,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
16,T6SS00004,NP_250357.1,TssJ,NA,NA,+,NC_002516,1816352..1816858,T6CP000016,PA1666,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
17,T6SS00004,NP_250358.1,TssK,NA,NA,+,NC_002516,1816855..1818186,T6CP000017,PA1667,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
18,T6SS00004,NP_250359.1,TssL,NA,NA,+,NC_002516,1818189..1819058,T6CP000018,PA1668,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
19,T6SS00004,NP_250360.1,TssM,NA,NA,+,NC_002516,1819074..1822601,T6CP000019,PA1669,chromosome (H2-T6SS),Pseudomonas aeruginosa PAO1
20,T6SS00005,NP_251050.1,TssA,NA,NA,-,NC_002516,2607132..2608232,T6CP000020,PA2360,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
21,T6SS00005,NP_251051.1,TssM,NA,NA,-,NC_002516,2608229..2612044,T6CP000021,PA2361,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
22,T6SS00005,NP_251053.1,TssK,NA,NA,-,NC_002516,2612817..2614148,T6CP000022,PA2363,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
23,T6SS00005,NP_251055.1,TssB,NA,NA,+,NC_002516,2614893..2615438,T6CP000023,PA2365,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
24,T6SS00005,NP_251056.1,TssC,NA,NA,+,NC_002516,2615461..2616945,T6CP000024,PA2366,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
25,T6SS00005,NP_251057.1,TssD,NA,NA,+,NC_002516,2617019..2617516,T6CP000025,PA2367,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
26,T6SS00005,NP_251059.1,TssF,NA,NA,+,NC_002516,2617938..2619731,T6CP000026,PA2369,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
27,T6SS00005,NP_251060.1,TssG,NA,NA,+,NC_002516,2619695..2620711,T6CP000027,PA2370,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
28,T6SS00005,NP_251061.1,TssH,NA,NA,+,NC_002516,2620713..2623262,T6CP000028,PA2371,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
29,T6SS00005,NP_251063.1,TssI,NA,NA,+,NC_002516,2624204..2626210,T6CP000029,PA2373,chromosome (H3-T6SS),Pseudomonas aeruginosa PAO1
30,T6SS00006,WP_001303798.1,TssM,NA,NA,-,NC_002655,245399..248833,T6CP000030,Z_RS01150 (tssM),chromosome,Escherichia coli O157:H7 str. EDL933 
31,T6SS00006,WP_000614374.1,TssH,NA,NA,-,NC_002655,251126..253897,T6CP000031,Z_RS01170 (tssH),chromosome,Escherichia coli O157:H7 str. EDL933 
32,T6SS00006,WP_000343292.1,TssL,NA,NA,-,NC_002655,253906..254667,T6CP000032,Z_RS01175 (icmH),chromosome,Escherichia coli O157:H7 str. EDL933 
33,T6SS00006,WP_000246434.1,TssK,NA,NA,-,NC_002655,254672..256003,T6CP000033,Z_RS01180 (tssK),chromosome,Escherichia coli O157:H7 str. EDL933 
34,T6SS00006,WP_001080153.1,TssJ,NA,NA,-,NC_002655,256006..256530,T6CP000034,Z_RS01185 (tssJ),chromosome,Escherichia coli O157:H7 str. EDL933 
35,T6SS00006,WP_000348794.1,TssG,NA,NA,-,NC_002655,257832..258914,T6CP000035,Z_RS01195 (tssG),chromosome,Escherichia coli O157:H7 str. EDL933 
36,T6SS00006,WP_000393844.1,TssF,NA,NA,-,NC_002655,258878..260728,T6CP000036,Z_RS01200 (tssF),chromosome,Escherichia coli O157:H7 str. EDL933 
37,T6SS00006,WP_000056994.1,TssC,NA,NA,-,NC_002655,261236..262627,T6CP000037,Z_RS01210 (tssC),chromosome,Escherichia coli O157:H7 str. EDL933 
38,T6SS00006,WP_000037399.1,TssB,NA,NA,-,NC_002655,262937..263437,T6CP000038,Z_RS01220 (tssB),chromosome,Escherichia coli O157:H7 str. EDL933 
39,T6SS00006,WP_000103125.1,TssI,NA,NA,+,NC_002655,264862..267003,T6CP000039,Z_RS01240,chromosome,Escherichia coli O157:H7 str. EDL933 
65,T6SS00009,WP_003808272.1,TssI,NA,NA,+,NC_002927,831107..833470,T6CP000065,AYT36_RS04015 (tssI),chromosome,Bordetella bronchiseptica RB50
66,T6SS00009,WP_033446914.1,TssA,NA,NA,+,NC_002927,839536..840564,T6CP000066,AYT36_RS04045 (tssA),chromosome,Bordetella bronchiseptica RB50
67,T6SS00009,WP_003808284.1,TssB,NA,NA,+,NC_002927,840607..841170,T6CP000067,AYT36_RS04050 (tssB),chromosome,Bordetella bronchiseptica RB50
68,T6SS00009,WP_003808286.1,TssC,NA,NA,+,NC_002927,841192..842694,T6CP000068,AYT36_RS04055 (tssC),chromosome,Bordetella bronchiseptica RB50
69,T6SS00009,WP_033449640.1,TssD,NA,NA,+,NC_002927,842752..843237,T6CP000069,AYT36_RS04060,chromosome,Bordetella bronchiseptica RB50
70,T6SS00009,WP_003808292.1,TssE,NA,NA,+,NC_002927,844093..844611,T6CP000070,AYT36_RS04070 (tssE),chromosome,Bordetella bronchiseptica RB50
71,T6SS00009,WP_010925948.1,TssF,NA,NA,+,NC_002927,844611..846524,T6CP000071,AYT36_RS04075 (tssF),chromosome,Bordetella bronchiseptica RB50
72,T6SS00009,WP_010925950.1,TssG,NA,NA,+,NC_002927,847215..848309,T6CP000072,AYT36_RS04085 (tssG),chromosome,Bordetella bronchiseptica RB50
73,T6SS00009,WP_010925951.1,TssH,NA,NA,+,NC_002927,849230..851839,T6CP000073,AYT36_RS04100 (tssH),chromosome,Bordetella bronchiseptica RB50
74,T6SS00009,WP_010925953.1,TssJ,NA,NA,+,NC_002927,853426..853968,T6CP000074,AYT36_RS04115 (tssJ),chromosome,Bordetella bronchiseptica RB50
75,T6SS00009,WP_003808316.1,TssK,NA,NA,+,NC_002927,854014..855348,T6CP000075,AYT36_RS04120 (tssK),chromosome,Bordetella bronchiseptica RB50
76,T6SS00009,WP_003808318.1,TssL,NA,NA,+,NC_002927,855369..856649,T6CP000076,AYT36_RS04125,chromosome,Bordetella bronchiseptica RB50
77,T6SS00009,WP_010925954.1,TssM,NA,NA,+,NC_002927,856646..860251,T6CP000077,AYT36_RS04130 (tssM),chromosome,Bordetella bronchiseptica RB50
90,T6SS00013,WP_010953537.1,TssK,NA,NA,-,NC_002947,2993074..2994411,T6CP000090,PP_RS13645 (tssK),chromosome,Pseudomonas putida KT2440
91,T6SS00013,WP_010953538.1,TssJ,NA,NA,-,NC_002947,2994467..2995264,T6CP000091,PP_RS13650 (tssJ),chromosome,Pseudomonas putida KT2440
92,T6SS00013,WP_010953540.1,TssG,NA,NA,-,NC_002947,2995827..2996843,T6CP000092,PP_RS13660 (tssG),chromosome,Pseudomonas putida KT2440
93,T6SS00013,WP_010953541.1,TssF,NA,NA,-,NC_002947,2996807..2998573,T6CP000093,PP_RS13665 (tssF),chromosome,Pseudomonas putida KT2440
94,T6SS00013,WP_010953543.1,TssC,NA,NA,-,NC_002947,2998984..3000474,T6CP000094,PP_RS13675 (tssC),chromosome,Pseudomonas putida KT2440
95,T6SS00013,WP_010953544.1,TssB,NA,NA,-,NC_002947,3000492..3000995,T6CP000095,PP_RS13680 (tssB),chromosome,Pseudomonas putida KT2440
96,T6SS00014,WP_010953988.1,TssM,NA,NA,-,NC_002947,3478723..3481218,T6CP000096,PP_RS16000 (tssM),chromosome,Pseudomonas putida KT2440
97,T6SS00014,WP_010953989.1,TssM,NA,NA,-,NC_002947,3482120..3485923,T6CP000097,PP_RS16010,chromosome,Pseudomonas putida KT2440
98,T6SS00014,WP_010953991.1,TssK,NA,NA,-,NC_002947,3486667..3488010,T6CP000098,PP_RS16020 (tssK),chromosome,Pseudomonas putida KT2440
99,T6SS00014,WP_004576638.1,TssJ,NA,NA,-,NC_002947,3488007..3488729,T6CP000099,PP_RS16025 (tssJ),chromosome,Pseudomonas putida KT2440
100,T6SS00014,WP_049586082.1,TssH,NA,NA,-,NC_002947,3488754..3491351,T6CP000100,PP_RS16030 (tssH),chromosome,Pseudomonas putida KT2440
101,T6SS00014,WP_003248350.1,TssG,NA,NA,-,NC_002947,3491348..3492418,T6CP000101,PP_RS16035 (tssG),chromosome,Pseudomonas putida KT2440
102,T6SS00014,WP_010953993.1,TssF,NA,NA,-,NC_002947,3492382..3494202,T6CP000102,PP_RS16040 (tssF),chromosome,Pseudomonas putida KT2440
103,T6SS00014,WP_003248355.1,TssE,NA,NA,-,NC_002947,3494202..3494684,T6CP000103,PP_RS16045 (tssE),chromosome,Pseudomonas putida KT2440
104,T6SS00014,WP_003248356.1,TssC,NA,NA,-,NC_002947,3494711..3496213,T6CP000104,PP_RS16050 (tssC),chromosome,Pseudomonas putida KT2440
105,T6SS00014,WP_049586301.1,TssB,NA,NA,-,NC_002947,3496228..3496767,T6CP000105,PP_RS16055 (tssB),chromosome,Pseudomonas putida KT2440
106,T6SS00014,WP_010953999.1,TssI,NA,NA,+,NC_002947,3508373..3510229,T6CP000106,PP_RS16145,chromosome,Pseudomonas putida KT2440
107,T6SS00015,WP_010954863.1,TssM,NA,NA,-,NC_002947,4596182..4599808,T6CP000107,PP_RS21140 (tssM),chromosome,Pseudomonas putida KT2440
108,T6SS00015,WP_010954866.1,TssB,NA,NA,+,NC_002947,4602166..4602669,T6CP000108,PP_RS21155 (tssB),chromosome,Pseudomonas putida KT2440
109,T6SS00015,WP_010954868.1,TssF,NA,NA,+,NC_002947,4604585..4606351,T6CP000109,PP_RS21170 (tssF),chromosome,Pseudomonas putida KT2440
110,T6SS00015,WP_010954869.1,TssG,NA,NA,+,NC_002947,4606315..4607331,T6CP000110,PP_RS21175 (tssG),chromosome,Pseudomonas putida KT2440
111,T6SS00015,WP_010954870.1,TssJ,NA,NA,+,NC_002947,4607328..4608125,T6CP000111,PP_RS21180 (tssJ),chromosome,Pseudomonas putida KT2440
112,T6SS00015,WP_003251351.1,TssK,NA,NA,+,NC_002947,4608175..4609512,T6CP000112,PP_RS21185 (tssK),chromosome,Pseudomonas putida KT2440
113,T6SS00015,WP_051122586.1,TssL,NA,NA,+,NC_002947,4609514..4610389,T6CP000113,PP_RS21190 (icmH),chromosome,Pseudomonas putida KT2440
114,T6SS00016,WP_010973755.1,TssM,NA,NA,-,NC_003063,1460756..1464235,T6CP000114,ATU_RS20285 (tssM),chromosome linear,Agrobacterium tumefaciens str. C58
115,T6SS00016,WP_010973756.1,TssL,NA,NA,-,NC_003063,1464232..1465737,T6CP000115,ATU_RS20290 (tssL),chromosome linear,Agrobacterium tumefaciens str. C58
116,T6SS00016,WP_010973757.1,TssK,NA,NA,-,NC_003063,1465734..1467074,T6CP000116,ATU_RS20295 (tssK),chromosome linear,Agrobacterium tumefaciens str. C58
117,T6SS00016,WP_010973759.1,TssG,NA,NA,-,NC_003063,1468274..1469278,T6CP000117,ATU_RS20305 (tssG),chromosome linear,Agrobacterium tumefaciens str. C58
118,T6SS00016,WP_010973760.1,TssF,NA,NA,-,NC_003063,1469288..1471069,T6CP000118,ATU_RS20310 (tssF),chromosome linear,Agrobacterium tumefaciens str. C58
119,T6SS00016,WP_006315896.1,TssC,NA,NA,-,NC_003063,1472385..1473779,T6CP000119,ATU_RS20325 (tssC),chromosome linear,Agrobacterium tumefaciens str. C58
120,T6SS00016,WP_006315895.1,TssC,NA,NA,-,NC_003063,1473834..1475315,T6CP000120,ATU_RS20330 (tssC),chromosome linear,Agrobacterium tumefaciens str. C58
121,T6SS00016,WP_010973761.1,TssB,NA,NA,-,NC_003063,1475409..1475918,T6CP000121,ATU_RS20335 (tssB),chromosome linear,Agrobacterium tumefaciens str. C58
122,T6SS00016,WP_010973763.1,TssH,NA,NA,+,NC_003063,1477260..1479938,T6CP000122,ATU_RS20345 (tssH),chromosome linear,Agrobacterium tumefaciens str. C58
123,T6SS00016,WP_003504561.1,TssD,NA,NA,+,NC_003063,1479996..1480472,T6CP000123,ATU_RS20350,chromosome linear,Agrobacterium tumefaciens str. C58
124,T6SS00016,WP_010973765.1,TssI,NA,NA,+,NC_003063,1481495..1483945,T6CP000124,ATU_RS20365,chromosome linear,Agrobacterium tumefaciens str. C58
125,T6SS00017,WP_002210482.1,TssA,NA,NA,+,NC_003143,532701..533714,T6CP000125,YPO_RS03500,chromosome,Yersinia pestis CO92
126,T6SS00017,WP_002210481.1,TssB,NA,NA,+,NC_003143,533725..534285,T6CP000126,YPO_RS03505 (tssB),chromosome,Yersinia pestis CO92
127,T6SS00017,WP_002210480.1,TssC,NA,NA,+,NC_003143,534294..535796,T6CP000127,YPO_RS03510 (tssC),chromosome,Yersinia pestis CO92
128,T6SS00017,WP_002210479.1,TssD,NA,NA,+,NC_003143,535959..536477,T6CP000128,YPO_RS03515,chromosome,Yersinia pestis CO92
129,T6SS00017,WP_002210478.1,TssE,NA,NA,+,NC_003143,536551..536994,T6CP000129,YPO_RS03520,chromosome,Yersinia pestis CO92
130,T6SS00017,WP_002210477.1,TssF,NA,NA,+,NC_003143,537027..538871,T6CP000130,YPO_RS03525 (tssF),chromosome,Yersinia pestis CO92
131,T6SS00017,WP_002210476.1,TssG,NA,NA,+,NC_003143,538864..539847,T6CP000131,YPO_RS03530 (tssG),chromosome,Yersinia pestis CO92
132,T6SS00017,WP_002210475.1,TssH,NA,NA,+,NC_003143,539865..542453,T6CP000132,YPO_RS03535 (tssH),chromosome,Yersinia pestis CO92
133,T6SS00017,WP_002210474.1,TssI,NA,NA,+,NC_003143,542557..544905,T6CP000133,YPO_RS03540 (vgrG),chromosome,Yersinia pestis CO92
134,T6SS00017,WP_002210471.1,TssJ,NA,NA,+,NC_003143,549240..549731,T6CP000134,YPO_RS03570 (tssJ),chromosome,Yersinia pestis CO92
135,T6SS00017,WP_002210470.1,TssK,NA,NA,+,NC_003143,549851..551206,T6CP000135,YPO_RS03575 (tssK),chromosome,Yersinia pestis CO92
