1,"T6SS00002","WP_000031391.1","TssB",NA,NA,"+","NC_002506","116846..117352","T6CP000001","VC_RS13880 (tssB)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
2,"T6SS00002","WP_000108140.1","TssC",NA,NA,"+","NC_002506","117396..118871","T6CP000002","VC_RS13885 (tssC)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
3,"T6SS00002","WP_000189792.1","TssF",NA,NA,"+","NC_002506","119317..121086","T6CP000003","VC_RS13895 (tssF)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
4,"T6SS00002","WP_000510181.1","TssG",NA,NA,"+","NC_002506","121050..122066","T6CP000004","VC_RS13900 (tssG)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
5,"T6SS00002","WP_001045311.1","TssJ",NA,NA,"+","NC_002506","123559..124035","T6CP000005","VC_RS13910 (tssJ)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
6,"T6SS00002","WP_000458007.1","TssK",NA,NA,"+","NC_002506","124042..125376","T6CP000006","VC_RS13915 (tssK)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
7,"T6SS00002","WP_000083409.1","TssL",NA,NA,"+","NC_002506","125379..126152","T6CP000007","VC_RS13920 (icmH)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
8,"T6SS00002","WP_000619136.1","TssH",NA,NA,"+","NC_002506","126178..128787","T6CP000008","VC_RS13925 (tssH)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
9,"T6SS00002","WP_000225015.1","TssM",NA,NA,"+","NC_002506","132515..136015","T6CP000009","VC_RS13945 (tssM)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
10,"T6SS00002","WP_000113295.1","TssI",NA,NA,"+","NC_002506","137581..140634","T6CP000010","VC_RS13955 (tssI)","chromosome II (Vas)","Vibrio cholerae O1 biovar El Tor str. N16961"
11,"T6SS00004","NP_250348.1","TssB",NA,NA,"+","NC_002516","1805218..1805724","T6CP000011","PA1657","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
12,"T6SS00004","NP_250349.1","TssC",NA,NA,"+","NC_002516","1805753..1807228","T6CP000012","PA1658","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
13,"T6SS00004","NP_250351.1","TssF",NA,NA,"+","NC_002516","1808193..1809773","T6CP000013","PA1660","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
14,"T6SS00004","NP_250352.1","TssG",NA,NA,"+","NC_002516","1809737..1810744","T6CP000014","PA1661","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
15,"T6SS00004","NP_250353.1","TssH",NA,NA,"+","NC_002516","1810751..1813384","T6CP000015","PA1662","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
16,"T6SS00004","NP_250357.1","TssJ",NA,NA,"+","NC_002516","1816352..1816858","T6CP000016","PA1666","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
17,"T6SS00004","NP_250358.1","TssK",NA,NA,"+","NC_002516","1816855..1818186","T6CP000017","PA1667","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
18,"T6SS00004","NP_250359.1","TssL",NA,NA,"+","NC_002516","1818189..1819058","T6CP000018","PA1668","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
19,"T6SS00004","NP_250360.1","TssM",NA,NA,"+","NC_002516","1819074..1822601","T6CP000019","PA1669","chromosome (H2-T6SS)","Pseudomonas aeruginosa PAO1"
20,"T6SS00005","NP_251050.1","TssA",NA,NA,"-","NC_002516","2607132..2608232","T6CP000020","PA2360","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
21,"T6SS00005","NP_251051.1","TssM",NA,NA,"-","NC_002516","2608229..2612044","T6CP000021","PA2361","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
22,"T6SS00005","NP_251053.1","TssK",NA,NA,"-","NC_002516","2612817..2614148","T6CP000022","PA2363","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
23,"T6SS00005","NP_251055.1","TssB",NA,NA,"+","NC_002516","2614893..2615438","T6CP000023","PA2365","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
24,"T6SS00005","NP_251056.1","TssC",NA,NA,"+","NC_002516","2615461..2616945","T6CP000024","PA2366","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
25,"T6SS00005","NP_251057.1","TssD",NA,NA,"+","NC_002516","2617019..2617516","T6CP000025","PA2367","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
26,"T6SS00005","NP_251059.1","TssF",NA,NA,"+","NC_002516","2617938..2619731","T6CP000026","PA2369","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
27,"T6SS00005","NP_251060.1","TssG",NA,NA,"+","NC_002516","2619695..2620711","T6CP000027","PA2370","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
28,"T6SS00005","NP_251061.1","TssH",NA,NA,"+","NC_002516","2620713..2623262","T6CP000028","PA2371","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
29,"T6SS00005","NP_251063.1","TssI",NA,NA,"+","NC_002516","2624204..2626210","T6CP000029","PA2373","chromosome (H3-T6SS)","Pseudomonas aeruginosa PAO1"
30,"T6SS00006","WP_001303798.1","TssM",NA,NA,"-","NC_002655","245399..248833","T6CP000030","Z_RS01150 (tssM)","chromosome","Escherichia coli O157:H7 str. EDL933 "
31,"T6SS00006","WP_000614374.1","TssH",NA,NA,"-","NC_002655","251126..253897","T6CP000031","Z_RS01170 (tssH)","chromosome","Escherichia coli O157:H7 str. EDL933 "
32,"T6SS00006","WP_000343292.1","TssL",NA,NA,"-","NC_002655","253906..254667","T6CP000032","Z_RS01175 (icmH)","chromosome","Escherichia coli O157:H7 str. EDL933 "
33,"T6SS00006","WP_000246434.1","TssK",NA,NA,"-","NC_002655","254672..256003","T6CP000033","Z_RS01180 (tssK)","chromosome","Escherichia coli O157:H7 str. EDL933 "
34,"T6SS00006","WP_001080153.1","TssJ",NA,NA,"-","NC_002655","256006..256530","T6CP000034","Z_RS01185 (tssJ)","chromosome","Escherichia coli O157:H7 str. EDL933 "
35,"T6SS00006","WP_000348794.1","TssG",NA,NA,"-","NC_002655","257832..258914","T6CP000035","Z_RS01195 (tssG)","chromosome","Escherichia coli O157:H7 str. EDL933 "
36,"T6SS00006","WP_000393844.1","TssF",NA,NA,"-","NC_002655","258878..260728","T6CP000036","Z_RS01200 (tssF)","chromosome","Escherichia coli O157:H7 str. EDL933 "
37,"T6SS00006","WP_000056994.1","TssC",NA,NA,"-","NC_002655","261236..262627","T6CP000037","Z_RS01210 (tssC)","chromosome","Escherichia coli O157:H7 str. EDL933 "
38,"T6SS00006","WP_000037399.1","TssB",NA,NA,"-","NC_002655","262937..263437","T6CP000038","Z_RS01220 (tssB)","chromosome","Escherichia coli O157:H7 str. EDL933 "
39,"T6SS00006","WP_000103125.1","TssI",NA,NA,"+","NC_002655","264862..267003","T6CP000039","Z_RS01240","chromosome","Escherichia coli O157:H7 str. EDL933 "
40,"T6SS00007","WP_010910841.1","TssH",NA,NA,"-","NC_002678","1882260..1885097","T6CP000040","MAFF_RS10285 (tssH)","chromosome","Mesorhizobium loti MAFF303099"
41,"T6SS00007","WP_010910842.1","TssA",NA,NA,"+","NC_002678","1885421..1886596","T6CP000041","MAFF_RS10290 (tssA)","chromosome","Mesorhizobium loti MAFF303099"
42,"T6SS00007","WP_010910843.1","TssB",NA,NA,"+","NC_002678","1886602..1887138","T6CP000042","MAFF_RS10295 (tssB)","chromosome","Mesorhizobium loti MAFF303099"
43,"T6SS00007","WP_010910844.1","TssC",NA,NA,"+","NC_002678","1887142..1888647","T6CP000043","MAFF_RS10300 (tssC)","chromosome","Mesorhizobium loti MAFF303099"
44,"T6SS00007","WP_162034372.1","TssD",NA,NA,"+","NC_002678","1888730..1889179","T6CP000044","MAFF_RS10305","chromosome","Mesorhizobium loti MAFF303099"
45,"T6SS00007","WP_010910846.1","TssE",NA,NA,"+","NC_002678","1889166..1889918","T6CP000045","MAFF_RS10310 (tssE)","chromosome","Mesorhizobium loti MAFF303099"
46,"T6SS00007","WP_010910847.1","TssF",NA,NA,"+","NC_002678","1889920..1891794","T6CP000046","MAFF_RS10315 (tssF)","chromosome","Mesorhizobium loti MAFF303099"
47,"T6SS00007","WP_010910848.1","TssG",NA,NA,"+","NC_002678","1891758..1892825","T6CP000047","MAFF_RS10320 (tssG)","chromosome","Mesorhizobium loti MAFF303099"
48,"T6SS00007","WP_010910850.1","TssJ",NA,NA,"+","NC_002678","1894286..1894738","T6CP000048","MAFF_RS10330 (tssJ)","chromosome","Mesorhizobium loti MAFF303099"
49,"T6SS00007","WP_010910851.1","TssK",NA,NA,"+","NC_002678","1894779..1896113","T6CP000049","MAFF_RS10335 (tssK)","chromosome","Mesorhizobium loti MAFF303099"
50,"T6SS00007","WP_010910852.1","TssL",NA,NA,"+","NC_002678","1896118..1897446","T6CP000050","MAFF_RS10340 (tssL)","chromosome","Mesorhizobium loti MAFF303099"
51,"T6SS00007","WP_010910853.1","TssM",NA,NA,"+","NC_002678","1897448..1900990","T6CP000051","MAFF_RS10345 (tssM)","chromosome","Mesorhizobium loti MAFF303099"
52,"T6SS00007","WP_010910861.1","TssI",NA,NA,"-","NC_002678","1906557..1908884","T6CP000052","MAFF_RS10385 (tssI)","chromosome","Mesorhizobium loti MAFF303099"
53,"T6SS00007","WP_010910863.1","TssL",NA,NA,"+","NC_002678","1910475..1911989","T6CP000053","MAFF_RS10395 (tssL)","chromosome","Mesorhizobium loti MAFF303099"
54,"T6SS00007","WP_010910864.1","TssM",NA,NA,"+","NC_002678","1911989..1915519","T6CP000054","MAFF_RS10400 (tssM)","chromosome","Mesorhizobium loti MAFF303099"
55,"T6SS00008","NP_308245.2","TssM",NA,NA,"-","NC_002695","245399..248833","T6CP000055","ECs_0218 (impL)","chromosome","Escherichia coli O157:H7 str. Sakai"
56,"T6SS00008","NP_308250.1","TssH",NA,NA,"-","NC_002695","251126..253897","T6CP000056","ECs_0223","chromosome","Escherichia coli O157:H7 str. Sakai"
57,"T6SS00008","NP_308251.1","TssL",NA,NA,"-","NC_002695","253906..254667","T6CP000057","ECs_0224 (impK)","chromosome","Escherichia coli O157:H7 str. Sakai"
58,"T6SS00008","NP_308252.1","TssK",NA,NA,"-","NC_002695","254672..256003","T6CP000058","ECs_0225 (impJ)","chromosome","Escherichia coli O157:H7 str. Sakai"
59,"T6SS00008","NP_308253.1","TssJ",NA,NA,"-","NC_002695","256006..256530","T6CP000059","ECs_0226","chromosome","Escherichia coli O157:H7 str. Sakai"
60,"T6SS00008","NP_308255.1","TssG",NA,NA,"-","NC_002695","257832..258914","T6CP000060","ECs_0228 (impH)","chromosome","Escherichia coli O157:H7 str. Sakai"
61,"T6SS00008","NP_308256.1","TssF",NA,NA,"-","NC_002695","258878..260728","T6CP000061","ECs_0229","chromosome","Escherichia coli O157:H7 str. Sakai"
62,"T6SS00008","NP_308258.1","TssC",NA,NA,"-","NC_002695","261236..262627","T6CP000062","ECs_0231 (impC)","chromosome","Escherichia coli O157:H7 str. Sakai"
63,"T6SS00008","NP_308260.1","TssB",NA,NA,"-","NC_002695","262937..263437","T6CP000063","ECs_0233 (impB)","chromosome","Escherichia coli O157:H7 str. Sakai"
64,"T6SS00008","NP_308263.1","TssI",NA,NA,"+","NC_002695","264862..267003","T6CP000064","ECs_0236 (vgrE)","chromosome","Escherichia coli O157:H7 str. Sakai"
65,"T6SS00009","WP_003808272.1","TssI",NA,NA,"+","NC_002927","831107..833470","T6CP000065","AYT36_RS04015 (tssI)","chromosome","Bordetella bronchiseptica RB50"
66,"T6SS00009","WP_033446914.1","TssA",NA,NA,"+","NC_002927","839536..840564","T6CP000066","AYT36_RS04045 (tssA)","chromosome","Bordetella bronchiseptica RB50"
67,"T6SS00009","WP_003808284.1","TssB",NA,NA,"+","NC_002927","840607..841170","T6CP000067","AYT36_RS04050 (tssB)","chromosome","Bordetella bronchiseptica RB50"
68,"T6SS00009","WP_003808286.1","TssC",NA,NA,"+","NC_002927","841192..842694","T6CP000068","AYT36_RS04055 (tssC)","chromosome","Bordetella bronchiseptica RB50"
69,"T6SS00009","WP_033449640.1","TssD",NA,NA,"+","NC_002927","842752..843237","T6CP000069","AYT36_RS04060","chromosome","Bordetella bronchiseptica RB50"
70,"T6SS00009","WP_003808292.1","TssE",NA,NA,"+","NC_002927","844093..844611","T6CP000070","AYT36_RS04070 (tssE)","chromosome","Bordetella bronchiseptica RB50"
71,"T6SS00009","WP_010925948.1","TssF",NA,NA,"+","NC_002927","844611..846524","T6CP000071","AYT36_RS04075 (tssF)","chromosome","Bordetella bronchiseptica RB50"
72,"T6SS00009","WP_010925950.1","TssG",NA,NA,"+","NC_002927","847215..848309","T6CP000072","AYT36_RS04085 (tssG)","chromosome","Bordetella bronchiseptica RB50"
73,"T6SS00009","WP_010925951.1","TssH",NA,NA,"+","NC_002927","849230..851839","T6CP000073","AYT36_RS04100 (tssH)","chromosome","Bordetella bronchiseptica RB50"
74,"T6SS00009","WP_010925953.1","TssJ",NA,NA,"+","NC_002927","853426..853968","T6CP000074","AYT36_RS04115 (tssJ)","chromosome","Bordetella bronchiseptica RB50"
75,"T6SS00009","WP_003808316.1","TssK",NA,NA,"+","NC_002927","854014..855348","T6CP000075","AYT36_RS04120 (tssK)","chromosome","Bordetella bronchiseptica RB50"
76,"T6SS00009","WP_003808318.1","TssL",NA,NA,"+","NC_002927","855369..856649","T6CP000076","AYT36_RS04125","chromosome","Bordetella bronchiseptica RB50"
77,"T6SS00009","WP_010925954.1","TssM",NA,NA,"+","NC_002927","856646..860251","T6CP000077","AYT36_RS04130 (tssM)","chromosome","Bordetella bronchiseptica RB50"
78,"T6SS00010","WP_033446914.1","TssA",NA,NA,"+","NC_002928","754627..755655","T6CP000078","BPP_RS03530 (tssA)","chromosome","Bordetella parapertussis 12822"
79,"T6SS00010","WP_003808284.1","TssB",NA,NA,"+","NC_002928","755698..756261","T6CP000079","BPP_RS03535 (tssB)","chromosome","Bordetella parapertussis 12822"
80,"T6SS00010","WP_010927645.1","TssC",NA,NA,"+","NC_002928","756283..757785","T6CP000080","BPP_RS03540 (tssC)","chromosome","Bordetella parapertussis 12822"
81,"T6SS00010","WP_076879846.1","TssD",NA,NA,"+","NC_002928","757861..758328","T6CP000081","BPP_RS03545","chromosome","Bordetella parapertussis 12822"
82,"T6SS00010","WP_003808292.1","TssE",NA,NA,"+","NC_002928","759184..759702","T6CP000082","BPP_RS03555 (tssE)","chromosome","Bordetella parapertussis 12822"
83,"T6SS00010","WP_010927647.1","TssF",NA,NA,"+","NC_002928","759702..761615","T6CP000083","BPP_RS03560 (tssF)","chromosome","Bordetella parapertussis 12822"
84,"T6SS00010","WP_041937105.1","TssG",NA,NA,"+","NC_002928","762306..763406","T6CP000084","BPP_RS03570 (tssG)","chromosome","Bordetella parapertussis 12822"
85,"T6SS00010","WP_010927650.1","TssH",NA,NA,"+","NC_002928","764327..766900","T6CP000085","BPP_RS03585 (tssH)","chromosome","Bordetella parapertussis 12822"
86,"T6SS00010","WP_010927652.1","TssJ",NA,NA,"+","NC_002928","768487..769029","T6CP000086","BPP_RS03600 (tssJ)","chromosome","Bordetella parapertussis 12822"
87,"T6SS00010","WP_010927653.1","TssK",NA,NA,"+","NC_002928","769075..770409","T6CP000087","BPP_RS03605 (tssK)","chromosome","Bordetella parapertussis 12822"
88,"T6SS00010","WP_003808318.1","TssL",NA,NA,"+","NC_002928","770430..771710","T6CP000088","BPP_RS03610","chromosome","Bordetella parapertussis 12822"
89,"T6SS00010","WP_010927654.1","TssM",NA,NA,"+","NC_002928","771707..775312","T6CP000089","BPP_RS03615 (tssM)","chromosome","Bordetella parapertussis 12822"
90,"T6SS00013","WP_010953537.1","TssK",NA,NA,"-","NC_002947","2993074..2994411","T6CP000090","PP_RS13645 (tssK)","chromosome","Pseudomonas putida KT2440"
91,"T6SS00013","WP_010953538.1","TssJ",NA,NA,"-","NC_002947","2994467..2995264","T6CP000091","PP_RS13650 (tssJ)","chromosome","Pseudomonas putida KT2440"
92,"T6SS00013","WP_010953540.1","TssG",NA,NA,"-","NC_002947","2995827..2996843","T6CP000092","PP_RS13660 (tssG)","chromosome","Pseudomonas putida KT2440"
93,"T6SS00013","WP_010953541.1","TssF",NA,NA,"-","NC_002947","2996807..2998573","T6CP000093","PP_RS13665 (tssF)","chromosome","Pseudomonas putida KT2440"
